isbn;titulo;autor;editorial;categoria;año_publicacion;idioma;formato;paginas;precio_venta_pvp;precio_coste;margen_bruto_pct;disponible_online;disponible_tienda;activo;fecha_alta_catalogo;resena_texto
978-833-881-8394-1;Libro 0324 - Cómics/Manga;Alan Moore;Penguin Clásicos;Cómics/Manga;2019;Español;Bolsillo;284;15.46;10.46;32.33;Sí;Sí;Sí;2020-02-02;Moore es el maestro del cómic adulto y literario. En esta obra combina dibujo expresivo con una narrativa compleja que aborda temas de poder, identidad y moral. Una lectura que eleva el cómic a la gran literatura.
978-622-354-7651-4;Libro 0325 - Cómics/Manga;Naoki Urasawa;Alfaguara;Cómics/Manga;2021;Español;Tapa dura;154;14.62;10.21;30.19;Sí;Sí;Sí;2021-12-06;Urasawa es uno de los mangakas más dotados de su generación. Sus historias combinan suspense psicológico, personajes profundos y un dominio del ritmo narrativo que mantiene al lector en vilo hasta el final.
978-163-567-3095-8;Libro 0326 - Cómics/Manga;Art Spiegelman;Siruela;Cómics/Manga;2017;Español;Tapa blanda;231;11.25;6.7;40.43;Sí;Sí;Sí;2019-04-11;Con un trazo aparentemente simple pero lleno de significado, Spiegelman creó uno de los documentos más poderosos sobre la memoria, la identidad y el trauma intergeneracional.
978-635-721-6730-5;Libro 0327 - Historia;Tom Holland;Crítica;Historia;1980;Español;Tapa blanda;581;22.09;13.21;40.21;Sí;Sí;Sí;2019-04-19;Con una prosa vibrante y un dominio de las fuentes clásicas, Holland reconstruye el mundo grecolatino con una viveza que los textos académicos raramente alcanzan. Indispensable para los amantes de la historia.
978-581-333-2286-3;Libro 0328 - Arte y Fotografía;John Berger;Anagrama;Arte y Fotografía;1984;Español;Bolsillo;129;39.71;27.5;30.74;Sí;Sí;Sí;2020-11-20;Con una prosa elegante y una mirada política aguda, Berger analiza cómo la historia del arte ha construido y reproducido ideologías. Imprescindible para cualquier persona interesada en el arte o la cultura visual.
978-691-168-8254-3;Libro 0329 - Idiomas;Norman Whitney;Alianza Editorial;Idiomas;2024;Español;Tapa blanda;496;32.03;22.23;30.6;Sí;Sí;Sí;2021-05-24;Con un diseño pedagógico cuidado y textos adaptados a cada nivel, Whitney ofrece recursos de aprendizaje del inglés que funcionan tanto en el aula como en el estudio independiente.
978-263-531-6373-4;Libro 0330 - Historia;Jared Diamond;Penguin Clásicos;Historia;2014;Español;Tapa dura;545;24.96;16.58;33.59;Sí;Sí;Sí;2019-07-06;Un libro de historia que trasciende la mera crónica de hechos. El autor se interesa por las personas, las ideas y los conflictos que dieron forma a su época.
978-91-352-3277-1;Libro 0331 - Ficción;Stephen King;Anagrama;Ficción;2016;Español;Bolsillo;576;16.79;11.16;33.54;Sí;Sí;Sí;2022-07-01;King escribe con una fluidez y un instinto narrativo que pocos autores poseen. Sus libros, independientemente del género, son ante todo grandes historias sobre personas ordinarias en situaciones extraordinarias.
978-450-910-4037-1;Libro 0332 - Arte y Fotografía;John Berger;Ariel;Arte y Fotografía;2020;Español;Ebook;261;41.27;28.95;23.46;Sí;No;Sí;2020-02-16;Berger combina el rigor del crítico con la sensibilidad del artista para explorar el significado de las imágenes en la cultura occidental. Una obra que enriquece profundamente la experiencia estética.
978-310-987-8069-7;Libro 0333 - Idiomas;Norman Whitney;Destino;Idiomas;2007;Español;Tapa blanda;550;37.48;24.91;33.53;Sí;Sí;No;2022-11-29;Los materiales de Whitney tienen la virtud de presentar el idioma en contextos reales y motivadores. Un recurso que acompaña al estudiante con solidez desde los niveles básicos hasta los intermedios.
978-367-777-9229-9;Libro 0334 - Idiomas;Raymond Murphy;Salamandra;Idiomas;2004;Español;Tapa dura;241;33.11;20.69;37.5;Sí;Sí;No;2023-10-21;La claridad expositiva de Murphy y la organización lógica de sus contenidos hacen de este libro el punto de referencia para el aprendizaje de la gramática inglesa. Décadas de uso avalan su efectividad.
978-149-785-9681-4;Libro 0335 - Ciencia y Tecnología;Carl Sagan;Destino;Ciencia y Tecnología;2000;Español;Tapa dura;302;31.66;23.22;26.66;Sí;Sí;Sí;2023-08-28;Sagan es el maestro indiscutible de la divulgación científica. Este libro es un canto a la razón, a la belleza del cosmos y a la fragilidad de nuestro planeta. Una lectura que transforma la perspectiva para siempre.
978-935-253-2644-2;Libro 0336 - Autoayuda;Brené Brown;Alianza Editorial;Autoayuda;2010;Español;Tapa dura;162;18.11;10.64;41.24;Sí;Sí;Sí;2020-08-22;Una investigadora que escribe como novelista. Brown integra su experiencia personal en un argumento científico sólido sobre la conexión, el coraje y la pertenencia.
978-373-516-6953-3;Libro 0337 - Autoayuda;Brené Brown;Random House;Autoayuda;2009;Inglés;Tapa dura;178;19.51;11.79;39.55;Sí;Sí;Sí;2019-10-24;La investigadora Brown analiza el papel de la vulnerabilidad en la construcción de conexiones auténticas. Con rigor científico y cercanía personal, demuestra que atreverse a ser imperfecto es la base de una vida plena.
978-405-419-7886-5;Libro 0338 - Arte y Fotografía;John Berger;Alfaguara;Arte y Fotografía;2000;Catalán;Tapa blanda;339;61.5;41.42;32.65;Sí;Sí;Sí;2022-05-24;Una de las voces más originales de la crítica cultural del siglo XX. Berger revela las dimensiones políticas y económicas que subyacen en la producción artística con una lucidez que sigue siendo vigente.
978-335-591-1317-0;Libro 0339 - No Ficción;Michael Lewis;Ediciones B;No Ficción;1990;Español;Tapa dura;276;21.59;13.98;35.25;Sí;Sí;Sí;2021-01-27;Una crónica apasionante sobre los excesos y contradicciones del mundo financiero. Lewis construye una historia de ambición, riesgo y consecuencias que va mucho más allá del dinero.
978-264-462-3724-2;Libro 0340 - Infantil/Juvenil;Cornelia Funke;Ariel;Infantil/Juvenil;2009;Catalán;Tapa blanda;204;8.34;5.21;37.48;Sí;Sí;Sí;2020-10-08;Funke tiene el don de crear mundos que los lectores jóvenes quieren habitar. Sus novelas funcionan como portales a aventuras donde el coraje y la amistad son las únicas armas que importan.
978-154-489-3114-8;Libro 0341 - Idiomas;Norman Whitney;Ariel;Idiomas;1986;Español;Tapa dura;594;37.47;23.99;35.97;Sí;Sí;Sí;2020-10-04;Whitney desarrolló materiales de aprendizaje de inglés que combinan comprensión lectora, vocabulario y gramática de forma integrada. Sus libros son herramientas eficaces para el aprendizaje autónomo.
978-181-402-1958-9;Libro 0342 - Idiomas;Raymond Murphy;Crítica;Idiomas;2024;Inglés;Tapa blanda;332;27.26;18.81;31.0;Sí;Sí;Sí;2022-01-05;Murphy entendió que aprender gramática no tiene que ser aburrido. Sus explicaciones precisas y sus ejercicios contextualizados hacen del inglés una lengua que se puede dominar con constancia y buen método.
978-204-801-5748-2;Libro 0343 - Historia;Jared Diamond;Ediciones B;Historia;1993;Español;Bolsillo;252;19.19;13.17;31.35;Sí;No;Sí;2023-05-24;Con acceso a fuentes primarias y una interpretación original, el autor revisita un capítulo de la historia que invita a cuestionar los relatos establecidos.
978-826-702-1171-7;Libro 0344 - Economía/Negocios;Adam Smith;Salamandra;Economía/Negocios;2009;Español;Tapa dura;296;26.57;17.25;35.06;Sí;Sí;Sí;2022-03-08;La obra fundacional de la economía moderna. Smith analiza los mecanismos del mercado libre, la división del trabajo y la acumulación de riqueza con una visión que, siglos después, sigue siendo fuente de debate.
978-566-309-9977-5;Libro 0345 - Infantil/Juvenil;Rick Riordan;Paidós;Infantil/Juvenil;2005;Catalán;Tapa dura;127;16.64;11.03;33.74;Sí;Sí;Sí;2023-09-01;Un libro que respeta la inteligencia del lector joven. Con una narrativa ágil y personajes que evolucionan con autenticidad, el autor construye una historia que perdura.
978-784-448-6393-3;Libro 0346 - Idiomas;Norman Whitney;Paidós;Idiomas;1995;Inglés;Tapa blanda;540;19.99;13.32;33.38;Sí;Sí;Sí;2020-07-06;Con un diseño pedagógico cuidado y textos adaptados a cada nivel, Whitney ofrece recursos de aprendizaje del inglés que funcionan tanto en el aula como en el estudio independiente.
978-397-933-3560-8;Libro 0347 - Cómics/Manga;Osamu Tezuka;Tusquets;Cómics/Manga;2024;Español;Tapa blanda;233;13.51;7.93;41.32;Sí;Sí;Sí;2019-08-19;La obra de Tezuka es un universo en expansión: miles de páginas donde conviven robots con emociones, dioses con dudas y humanos en busca de su lugar en el cosmos.
978-695-477-5046-9;Libro 0348 - Ficción;Elena Ferrante;Anagrama;Ficción;1994;Español;Tapa blanda;211;10.83;6.42;40.76;Sí;Sí;Sí;2019-10-15;Ferrante escribe sobre la vida interior de las mujeres con una precisión que resulta casi dolorosa. Sus novelas son documentos de una sinceridad que la literatura raramente se permite.
978-658-971-8756-6;Libro 0349 - Autoayuda;Mark Manson;Crítica;Autoayuda;2009;Español;Bolsillo;224;15.04;9.43;37.28;Sí;No;Sí;2022-12-10;Provocador y honesto, Manson invita al lector a abandonar la búsqueda constante de la felicidad superficial. Un manifiesto para vivir con autenticidad, aceptando el fracaso como parte inevitable del crecimiento personal.
978-581-612-4585-1;Libro 0350 - Cómics/Manga;Naoki Urasawa;Crítica;Cómics/Manga;2004;Inglés;Tapa blanda;172;9.36;6.22;33.56;Sí;Sí;Sí;2021-09-20;Con un dominio del cliffhanger y la construcción de personajes que pocos autores igualan, Urasawa crea universos complejos donde la tensión no descansa. Una lectura absorbente que redefine los estándares del manga.
978-819-931-4956-3;Libro 0351 - Cómics/Manga;Frank Miller;Siruela;Cómics/Manga;2011;Español;Tapa dura;275;11.81;7.29;38.29;Sí;Sí;Sí;2019-05-31;Con un trazo expresionista y una narrativa sin concesiones, Miller explora los límites morales del héroe. Una obra brutal y poética que transformó para siempre el lenguaje del cómic.
978-734-813-1654-3;Libro 0352 - Autoayuda;Dale Carnegie;Random House;Autoayuda;2007;Español;Tapa dura;287;12.64;6.7;46.98;Sí;Sí;No;2022-10-14;Carnegie sintetizó décadas de observación del comportamiento humano en principios que cualquiera puede aplicar. Un libro generoso que parte de la convicción de que todos podemos mejorar nuestra forma de relacionarnos.
978-394-434-1016-0;Libro 0353 - Autoayuda;Mark Manson;Random House;Autoayuda;1986;Español;Tapa dura;264;21.17;10.98;48.12;Sí;No;Sí;2022-08-18;Manson transforma ideas filosóficas complejas en argumentos accesibles y contundentes. Su aproximación directa a los problemas cotidianos resulta liberadora para quienes buscan claridad sin edulcorante.
978-610-645-6058-5;Libro 0354 - Arte y Fotografía;Giorgio Vasari;Ediciones B;Arte y Fotografía;2001;Español;Tapa dura;146;31.81;22.43;29.48;Sí;Sí;Sí;2023-06-02;Con el entusiasmo del contemporáneo y la perspectiva del crítico, Vasari retrató a los grandes maestros del Renacimiento. Una obra que es a la vez documento histórico y declaración de amor al arte.
978-574-439-5255-2;Libro 0355 - Autoayuda;Dale Carnegie;Ediciones B;Autoayuda;1985;Español;Tapa blanda;286;17.25;10.85;37.1;Sí;Sí;Sí;2021-03-14;La influencia de Carnegie en la literatura de desarrollo personal es incalculable. Sus principios de comunicación y persuasión siguen siendo enseñados en escuelas de negocios de todo el mundo.
978-386-823-4471-8;Libro 0356 - Ciencia y Tecnología;Carl Sagan;Espasa;Ciencia y Tecnología;1983;Español;Tapa blanda;425;45.41;28.77;36.64;Sí;Sí;Sí;2023-03-20;Con una prosa poética y un rigor científico impecable, Sagan explora el lugar de la humanidad en el cosmos. Inspirador, humilde y profundamente humano, este libro es de los que cambian la vida.
978-358-881-2678-5;Libro 0357 - Economía/Negocios;Daron Acemoglu;Destino;Economía/Negocios;2002;Español;Tapa blanda;399;30.71;17.64;42.55;Sí;Sí;Sí;2019-03-16;Acemoglu explora por qué algunas naciones prosperan y otras fracasan, centrándose en el papel decisivo de las instituciones políticas y económicas. Un análisis brillante con implicaciones para entender el mundo contemporáneo.
978-637-665-4380-4;Libro 0358 - Ficción;Elena Ferrante;Penguin Clásicos;Ficción;1990;Gallego;Tapa dura;259;12.66;8.72;31.13;Sí;Sí;Sí;2021-04-01;Ferrante explora con una honestidad brutal la amistad femenina y las contradicciones de la vida moderna. Su prosa, despojada y directa, crea una intimidad con el lector que pocas novelas contemporáneas logran.
978-459-633-7777-8;Libro 0359 - Ciencia y Tecnología;Neil deGrasse Tyson;Alianza Editorial;Ciencia y Tecnología;1989;Español;Tapa blanda;549;53.77;37.89;29.54;Sí;Sí;Sí;2021-08-23;Tyson convierte la astrofísica en una aventura accesible para cualquier lector. Con humor y entusiasmo contagioso, recorre el universo desde el Big Bang hasta los agujeros negros, sin perder nunca la maravilla por el cosmos.
978-293-984-8100-8;Libro 0360 - Ficción;Elena Ferrante;Crítica;Ficción;2013;Euskera;Tapa dura;369;15.62;10.52;32.63;Sí;Sí;Sí;2023-08-03;Las novelas de Ferrante son un estudio profundo de la identidad, la ambición y el amor. Sus personajes femeninos son complejos, contradictorios y completamente humanos.
978-868-399-4031-1;Libro 0361 - Idiomas;Alan Grieve;Random House;Idiomas;1992;Español;Tapa dura;504;38.9;26.72;31.32;Sí;Sí;Sí;2023-03-05;Grieve diseñó recursos pedagógicos para el aprendizaje de idiomas que destacan por su practicidad y su atención a los contextos reales de uso.
978-660-364-5517-8;Libro 0362 - Arte y Fotografía;E.H. Gombrich;Anagrama;Arte y Fotografía;1984;Catalán;Tapa dura;142;59.36;41.22;30.56;Sí;Sí;Sí;2021-11-13;Gombrich no solo describía el arte: lo explicaba. Su capacidad para conectar la obra con la mentalidad de su época y con la psicología de la percepción lo convierte en un divulgador sin par.
978-434-548-1315-7;Libro 0363 - Idiomas;Raymond Murphy;Destino;Idiomas;2008;Español;Tapa blanda;589;39.25;25.2;35.8;Sí;Sí;Sí;2020-03-15;Murphy creó el manual de gramática inglesa más utilizado en el mundo. Su enfoque claro y sistemático, con ejercicios progresivos, lo hace indispensable para estudiantes de todos los niveles.
978-513-785-7650-8;Libro 0364 - Idiomas;Raymond Murphy;Tusquets;Idiomas;2013;Español;Tapa blanda;394;40.04;24.79;38.09;Sí;No;No;2020-11-04;La claridad expositiva de Murphy y la organización lógica de sus contenidos hacen de este libro el punto de referencia para el aprendizaje de la gramática inglesa. Décadas de uso avalan su efectividad.
978-833-449-3763-6;Libro 0365 - No Ficción;Steven Pinker;Alianza Editorial;No Ficción;2005;Español;Tapa blanda;297;21.74;12.14;44.16;Sí;Sí;Sí;2023-11-02;Pinker combina ciencia cognitiva, historia y filosofía para defender el valor de la razón y la ciencia. Un libro que molesta a las ideologías de todos los signos, lo cual es ya un mérito.
978-700-651-4420-4;Libro 0366 - Economía/Negocios;Adam Smith;Ariel;Economía/Negocios;2012;Español;Bolsillo;355;27.18;18.27;32.78;Sí;Sí;Sí;2022-10-31;Un texto que transformó para siempre el pensamiento económico occidental. Smith combina filosofía moral con observación empírica para trazar los principios del capitalismo de mercado.
978-622-189-7961-0;Libro 0367 - Economía/Negocios;Thomas Piketty;Espasa;Economía/Negocios;1980;Español;Tapa blanda;472;17.58;10.6;39.72;Sí;Sí;Sí;2020-01-09;El autor examina con lucidez las tensiones entre crecimiento, desigualdad y sostenibilidad en la economía global. Una obra que incomoda y estimula el pensamiento crítico.
978-870-872-3245-2;Libro 0368 - Ciencia y Tecnología;Stephen Hawking;Paidós;Ciencia y Tecnología;2022;Español;Tapa blanda;629;51.39;32.29;37.17;Sí;Sí;Sí;2023-01-03;El libro más accesible de Hawking sobre la naturaleza del tiempo y el universo. Con analogías brillantes, explica la relatividad y la mecánica cuántica sin formación científica previa. Una obra que acercó la física teórica a millones.
978-213-101-3736-8;Libro 0369 - Ficción;Javier Marías;Ariel;Ficción;1984;Español;Tapa blanda;311;11.08;7.05;36.39;Sí;Sí;Sí;2022-04-02;Un relato que combina acción y reflexión en medidas perfectas. Los personajes son complejos y creíbles, y la trama avanza con una urgencia que hace difícil dejar el libro.
978-608-876-4645-9;Libro 0370 - Ciencia y Tecnología;Carl Sagan;Anagrama;Ciencia y Tecnología;1997;Español;Tapa blanda;665;38.92;28.4;27.04;Sí;No;No;2019-08-31;Sagan combina astronomía, filosofía e historia de la ciencia en un relato apasionante sobre la búsqueda del conocimiento. Un clásico imprescindible que recuerda por qué la curiosidad es la virtud más noble.
978-662-344-4933-5;Libro 0371 - Cómics/Manga;Naoki Urasawa;Crítica;Cómics/Manga;1980;Español;Tapa blanda;204;16.7;11.19;32.97;Sí;Sí;Sí;2019-03-09;Urasawa teje tramas que mezclan thriller, drama y filosofía con una habilidad narrativa excepcional. Sus obras exigen atención y recompensan al lector con una experiencia que trasciende el entretenimiento.
978-239-791-5253-1;Libro 0372 - Cómics/Manga;Naoki Urasawa;Destino;Cómics/Manga;1980;Español;Tapa dura;330;9.44;6.36;32.63;No;Sí;Sí;2022-11-21;Cada personaje de Urasawa tiene una historia que importa. Su capacidad para manejar narrativas coral de gran complejidad sin perder nunca al lector es la marca de un genio del cómic.
978-829-594-4838-7;Libro 0373 - Ciencia y Tecnología;Brian Greene;Siruela;Ciencia y Tecnología;2011;Español;Tapa blanda;590;33.77;25.25;25.23;Sí;No;Sí;2023-07-24;Greene es uno de los mejores divulgadores de física teórica del mundo. En este libro explora la naturaleza del espacio y el tiempo con una claridad excepcional, sin renunciar a la profundidad científica.
978-284-222-7890-9;Libro 0374 - No Ficción;Yuval Noah Harari;Destino;No Ficción;2017;Inglés;Tapa dura;234;21.04;12.24;41.83;Sí;Sí;Sí;2023-05-23;Harari ofrece una revisión audaz de la historia de la humanidad, desde la prehistoria hasta la globalización. Con análisis provocadores y una narrativa ágil, desafía los grandes relatos que damos por sentados sobre el progreso.
978-764-992-5572-3;Libro 0375 - Ficción;Isabel Allende;Anagrama;Ficción;2009;Español;Tapa dura;537;13.64;9.42;30.93;No;No;Sí;2021-12-06;Allende es una de las grandes voces de la narrativa latinoamericana. Sus novelas mezclan realismo mágico, historia y una mirada profundamente femenina para crear retratos de familias, mujeres y continentes enteros.
978-465-498-4738-4;Libro 0376 - Idiomas;Alan Grieve;Paidós;Idiomas;2020;Español;Tapa dura;230;25.9;15.71;39.35;Sí;Sí;Sí;2021-10-02;Con un enfoque comunicativo y materiales actualizados, Grieve ofrece herramientas efectivas para el aprendizaje progresivo del inglés, prestando especial atención al vocabulario en contexto.
978-368-964-9395-5;Libro 0377 - Ficción;Elena Ferrante;Tusquets;Ficción;2015;Español;Tapa dura;291;10.95;7.06;35.55;No;Sí;No;2020-05-19;Ferrante escribe sobre la vida interior de las mujeres con una precisión que resulta casi dolorosa. Sus novelas son documentos de una sinceridad que la literatura raramente se permite.
978-371-224-8993-5;Libro 0378 - Ciencia y Tecnología;Richard Dawkins;Tusquets;Ciencia y Tecnología;1992;Español;Tapa dura;513;44.47;30.03;32.48;Sí;Sí;Sí;2020-10-12;Dawkins expone con brillantez los fundamentos de la evolución y la selección natural, desmontando mitos con argumentos rigurosos. Una obra esencial para entender la biología moderna y nuestra propia naturaleza.
978-668-756-6823-6;Libro 0379 - Historia;Ian Kershaw;Random House;Historia;1987;Español;Tapa dura;500;31.31;19.64;37.27;Sí;Sí;Sí;2022-11-23;Kershaw es el gran cartógrafo del horror nazi. Sus libros son lecturas necesarias, aunque difíciles, para entender cómo la modernidad puede producir la barbarie.
978-754-378-6631-2;Libro 0380 - Cómics/Manga;Alan Moore;Espasa;Cómics/Manga;1982;Español;Tapa blanda;237;8.52;5.67;33.47;Sí;Sí;Sí;2023-07-03;Con su característica profundidad narrativa, Moore construye mundos oscuros y personajes llenos de contradicciones. Un cómic que trasciende el género y se instala en el territorio de la gran ficción contemporánea.
978-711-799-2178-7;Libro 0381 - No Ficción;Yuval Noah Harari;Tusquets;No Ficción;1981;Español;Tapa dura;270;25.44;16.4;35.53;Sí;Sí;Sí;2023-02-26;En este ensayo ambicioso, Harari examina cómo los mitos colectivos han permitido la cooperación a gran escala que hace posible la civilización. Una perspectiva que invita a replantear qué significa ser humano.
978-209-582-1163-6;Libro 0382 - Economía/Negocios;Tim Harford;Alianza Editorial;Economía/Negocios;1988;Español;Ebook;316;15.97;9.77;33.23;Sí;No;Sí;2023-07-19;Harford explica fenómenos económicos cotidianos con una curiosidad contagiosa. Sus análisis sobre precios, mercados y comportamiento humano hacen de la economía una ciencia apasionante y relevante para todos.
978-894-274-5544-5;Libro 0383 - Autoayuda;Mark Manson;Paidós;Autoayuda;2009;Español;Tapa blanda;244;13.05;8.14;37.61;No;Sí;Sí;2022-01-29;Una crítica acerada al culto al éxito fácil. Manson propone algo más difícil y valioso: aprender a fallar con dignidad y a elegir con qué lucha merece la pena comprometerse.
978-802-259-7496-1;Libro 0384 - Ficción;Arturo Pérez-Reverte;Siruela;Ficción;1993;Español;Tapa blanda;415;18.55;11.5;38.02;Sí;Sí;Sí;2019-10-09;Pérez-Reverte es el maestro del thriller histórico en lengua española. Sus novelas combinan acción, erudición histórica y personajes con una riqueza moral que los hacen inolvidables.
978-945-982-4869-0;Libro 0385 - Infantil/Juvenil;Roald Dahl;Anagrama;Infantil/Juvenil;2005;Español;Tapa blanda;292;13.37;8.73;34.71;No;No;Sí;2019-07-08;La prosa de Dahl es un prodigio de ritmo y sonoridad. Sus historias, llenas de villanos memorables y héroes inesperados, funcionan como pequeñas fábulas modernas con mucho más humor que moraleja.
978-385-275-1371-8;Libro 0386 - Autoayuda;James Clear;Alianza Editorial;Autoayuda;1986;Español;Tapa blanda;289;12.72;6.83;46.31;Sí;Sí;Sí;2019-08-02;Clear revolucionó la literatura de productividad con un enfoque basado en sistemas, no en metas. Su propuesta es simple pero transformadora: céntrate en la identidad que quieres tener, los hábitos seguirán.
978-751-657-9035-9;Libro 0387 - Arte y Fotografía;E.H. Gombrich;Crítica;Arte y Fotografía;1995;Español;Tapa blanda;262;28.51;20.89;26.71;Sí;Sí;Sí;2019-04-03;La historia del arte de Gombrich es la iniciación más hermosa al mundo de las imágenes. Décadas después de su primera publicación, sigue siendo el libro que más aficionados al arte ha creado en el mundo.
978-268-198-4029-1;Libro 0388 - Economía/Negocios;Tim Harford;Crítica;Economía/Negocios;2009;Inglés;Tapa blanda;459;26.75;17.71;33.81;Sí;Sí;Sí;2020-12-11;Con el rigor de un economista y el talento narrativo de un escritor, Harford revela la lógica oculta detrás de las decisiones económicas que tomamos a diario. Una lectura tan entretenida como instructiva.
978-709-558-1911-1;Libro 0389 - Ficción;Isabel Allende;Espasa;Ficción;1984;Español;Tapa blanda;540;11.27;6.62;41.28;Sí;Sí;Sí;2022-11-28;Con una prosa rica y sensorial, Allende construye sagas familiares que son también crónicas de la historia latinoamericana. Sus personajes femeninos tienen una fuerza y complejidad que pocas autoras han logrado.
978-232-413-8792-4;Libro 0390 - No Ficción;Daniel Kahneman;Ediciones B;No Ficción;2007;Español;Tapa dura;400;16.64;10.45;37.22;Sí;Sí;Sí;2020-09-23;Con anécdotas y experimentos fascinantes, Kahneman desafía nuestra confianza en el sentido común. Un manual indispensable para tomar mejores decisiones en la vida, los negocios y las relaciones.
978-447-261-3858-8;Libro 0391 - No Ficción;Daniel Kahneman;Penguin Clásicos;No Ficción;2002;Español;Tapa blanda;399;20.93;12.99;37.93;Sí;No;Sí;2023-08-03;Kahneman y Tversky revolucionaron la psicología con sus estudios sobre los sesgos cognitivos. Este libro es el testamento de una vida de investigación que cambió nuestra forma de entendernos a nosotros mismos.
978-142-232-2221-1;Libro 0392 - Ciencia y Tecnología;Carl Sagan;Ariel;Ciencia y Tecnología;2024;Español;Tapa blanda;349;27.43;18.88;31.16;Sí;Sí;Sí;2022-10-04;La voz de Sagan transmite una reverencia genuina por el universo y por la ciencia. Sus libros son los más cálidos de la divulgación científica, porque siempre hablan también del ser humano.
978-865-191-2055-2;Libro 0393 - Autoayuda;Brené Brown;Tusquets;Autoayuda;2017;Español;Tapa blanda;160;21.77;11.85;45.55;Sí;Sí;Sí;2023-03-12;Brown transforma años de investigación sobre la vergüenza y la empatía en un libro accesible y transformador. Una invitación a abrazar la vulnerabilidad como fortaleza y no como debilidad.
978-335-715-3170-0;Libro 0394 - Arte y Fotografía;Simon Schama;Espasa;Arte y Fotografía;2017;Español;Tapa dura;162;63.06;48.37;23.3;Sí;Sí;Sí;2020-07-30;Schama tiene la virtud de los grandes divulgadores: hace que cualquier obra de arte parezca un misterio que vale la pena resolver. Sus libros son al arte lo que Sherlock Holmes es al crimen.
978-942-167-2975-5;Libro 0395 - Ciencia y Tecnología;Carl Sagan;Penguin Clásicos;Ciencia y Tecnología;2022;Catalán;Tapa blanda;566;30.61;20.33;33.6;Sí;Sí;Sí;2019-05-26;Sagan es el maestro indiscutible de la divulgación científica. Este libro es un canto a la razón, a la belleza del cosmos y a la fragilidad de nuestro planeta. Una lectura que transforma la perspectiva para siempre.
978-96-823-6017-9;Libro 0396 - Ciencia y Tecnología;Stephen Hawking;Penguin Clásicos;Ciencia y Tecnología;2017;Español;Tapa dura;576;30.13;19.15;36.44;No;Sí;Sí;2021-01-31;Hawking resume décadas de investigación cosmológica en un texto sorprendentemente ameno. Desde los agujeros negros hasta el origen del universo, transforma conceptos abstractos en imágenes comprensibles e impactantes.
978-655-952-6578-4;Libro 0397 - Infantil/Juvenil;Roald Dahl;Paidós;Infantil/Juvenil;1989;Español;Tapa blanda;311;11.76;7.7;34.51;Sí;Sí;Sí;2023-05-30;Dahl entendía mejor que nadie la psicología del lector infantil: el gusto por la transgresión, el placer de ver a los adultos desconcertados y la satisfacción de la justicia poética.
978-157-233-6824-1;Libro 0398 - Economía/Negocios;Adam Smith;Crítica;Economía/Negocios;1980;Español;Tapa blanda;415;33.27;18.74;43.68;Sí;Sí;Sí;2022-07-16;Más matizado y complejo de lo que sus defensores suelen admitir, Smith construyó una teoría económica que es también una teoría moral. Leerlo en su contexto es redescubrirlo.
978-406-233-3265-2;Libro 0399 - Autoayuda;James Clear;Penguin Clásicos;Autoayuda;2000;Español;Tapa blanda;280;20.01;12.59;37.06;Sí;Sí;Sí;2019-11-13;Una obra que llena el hueco entre la intención y la acción. Clear ofrece estrategias concretas respaldadas por la ciencia para hacer que el cambio de hábitos sea sostenible y casi automático.
978-456-727-5246-1;Libro 0400 - Ciencia y Tecnología;Brian Greene;Anagrama;Ciencia y Tecnología;2014;Español;Tapa dura;302;36.61;25.44;30.5;Sí;Sí;Sí;2022-01-27;Con elegancia literaria y rigor científico, Greene explora las teorías más avanzadas de la física moderna. Un viaje intelectual fascinante por la mecánica cuántica, la relatividad y las dimensiones ocultas del universo.
978-358-246-4304-2;Libro 0401 - Ficción;Stephen King;Destino;Ficción;2015;Español;Tapa blanda;413;15.14;10.49;30.69;Sí;Sí;Sí;2022-07-22;La oscuridad en las obras de King no es gratuita: es el espejo en el que reconocemos nuestros propios miedos. Un narrador que ha dedicado su vida a explorar lo que nos aterra y por qué.
978-176-270-7468-2;Libro 0402 - Ficción;Almudena Grandes;Paidós;Ficción;2006;Español;Bolsillo;380;16.77;10.92;34.89;Sí;Sí;Sí;2020-05-25;Una obra de ficción que no elude la complejidad moral. Sus personajes son seres en conflicto, enfrentados a decisiones que los revelan por dentro. Una lectura que perdura.
978-794-404-5140-1;Libro 0403 - No Ficción;Rutger Bregman;Paidós;No Ficción;1984;Español;Tapa blanda;263;24.63;15.53;36.95;Sí;Sí;Sí;2020-10-02;Bregman es una voz refrescante en el debate político contemporáneo. Su defensa de la renta básica universal y otras ideas radicales está construida sobre evidencia histórica sólida y una prosa directa y accesible.
978-283-408-4798-6;Libro 0404 - Idiomas;Michael Swan;Espasa;Idiomas;1994;Español;Tapa dura;513;43.0;28.41;33.92;Sí;Sí;Sí;2021-09-29;Swan ofrece explicaciones gramaticales con una precisión y accesibilidad únicas. Su obra es referencia obligada en la enseñanza del inglés a hispanohablantes.
978-467-233-6418-2;Libro 0405 - Ficción;Arturo Pérez-Reverte;Random House;Ficción;2013;Español;Tapa blanda;588;15.39;10.07;34.58;Sí;Sí;Sí;2021-02-22;Con un estilo cinematográfico y una documentación impecable, Pérez-Reverte construye aventuras que son también reflexiones sobre el honor, la traición y la condición humana.
