venta_id;fecha;canal;tienda_id;empleado_id;cod_municipio_venta_ine;cliente_id;total_lineas;total_unidades;importe_bruto_total;importe_neto_total
V00312;2023-12-22;Tienda física;T008;E0045;47186;C0542;1;1;18,78;17,84
V00313;2023-01-15;Tienda física;T007;E0037;28079;C0161;2;4;105,16;96,95
V00314;2023-12-22;Tienda física;T010;E0051;46192;C0007;1;1;16,74;14,23
V00315;2023-10-05;Tienda física;T002;E0012;28115;SIN_REGISTRO;3;4;108,7;103,92
V00316;2023-12-09;Tienda física;T003;E0015;48020;C0234;1;1;16,77;16,77
V00317;2022-10-31;Tienda física;T008;E0045;41059;C0429;1;1;14,63;13,9
V00318;2023-12-16;Tienda física;T008;E0042;46250;C0207;1;2;20,24;18,22
V00319;2023-12-03;Tienda física;T012;E0064;46250;C0165;1;3;60,48;60,48
V00320;2022-02-26;Online;ONLINE;ONLINE;41038;C0186;6;6;110,7;104,87
V00321;2022-02-22;Tienda física;T007;E0036;47186;C0572;1;1;17,11;17,11
V00322;2023-01-10;Tienda física;T004;E0021;50297;C0213;2;3;80,3;77,09
V00323;2023-01-10;Online;ONLINE;ONLINE;29069;C0204;3;4;99,07;99,07
V00324;2023-10-26;Online;ONLINE;ONLINE;;SIN_REGISTRO;3;7;140,46;137,1
V00325;2023-07-29;Tienda física;T004;E0024;41059;C0590;1;1;19,29;16,4
V00326;2022-05-22;Tienda física;T010;E0052;46192;C0321;1;1;14,72;14,72
V00327;2023-07-07;Online;ONLINE;ONLINE;48044;C0568;2;4;92,74;89,09
V00328;2023-08-18;Tienda física;T009;E0049;41059;C0707;2;2;51,4;46,24
V00329;2022-08-19;Online;ONLINE;ONLINE;50297;C0013;1;2;31,12;31,12
V00330;2022-10-01;Online;ONLINE;ONLINE;28065;C0084;2;3;63,44;59,07
V00331;2022-10-11;Online;ONLINE;ONLINE;28115;C0047;1;1;37,67;37,67
V00332;2023-01-17;Online;ONLINE;ONLINE;46250;C0261;2;4;57,71;57,04
V00333;2023-05-13;Online;ONLINE;ONLINE;29069;C0399;3;3;99,69;98,15
V00334;2023-04-27;Tienda física;T009;E0046;48020;C0329;1;1;21,35;18,15
V00335;2023-04-08;Tienda física;T001;E0001;29069;C0541;3;6;231,38;219,35
V00336;2023-11-21;Online;ONLINE;ONLINE;41038;C0186;1;1;17,05;14,49
V00337;2022-07-12;Tienda física;T004;E0022;28006;C0444;8;10;233,88;229,43
V00338;2022-03-24;Tienda física;T010;E0054;28079;C0354;2;2;47,21;43,83
V00339;2022-10-23;Tienda física;T012;E0062;47186;C0292;2;4;51,87;51,17
V00340;2022-06-18;Tienda física;T003;E0014;50297;C0013;4;8;172,95;170,64
V00341;2023-12-15;Tienda física;T002;E0011;48044;C0314;2;6;205,92;205,92
V00342;2022-06-04;Tienda física;T012;E0063;8019;C0123;6;12;344,6;344,6
V00343;2022-10-28;Online;ONLINE;ONLINE;46250;C0659;1;1;13,42;12,75
V00344;2023-05-01;Tienda física;T006;E0031;28115;C0775;2;3;48,77;47,69
V00345;2023-03-31;Tienda física;T006;E0034;28079;C0142;1;1;10,69;9,09
V00346;2022-10-26;Tienda física;T009;E0049;48020;C0054;4;7;228,19;223,29
V00347;2022-01-23;Tienda física;T011;E0057;8019;C0371;1;1;14,23;14,23
V00348;2023-02-26;Tienda física;T010;E0052;29069;C0202;2;2;43,22;40,49
V00349;2023-11-03;Online;ONLINE;ONLINE;41038;C0607;6;9;247,98;228,77
V00350;2023-05-13;Online;ONLINE;ONLINE;28115;C0269;2;2;52,23;47
V00351;2023-04-14;Tienda física;T007;E0038;29069;C0557;3;3;87,54;87,54
V00352;2022-11-10;Tienda física;T012;E0064;8019;C0790;7;9;258,41;244,15
V00353;2022-08-21;Tienda física;T012;E0065;28074;C0630;1;1;11,61;11,03
V00354;2022-10-23;Online;ONLINE;ONLINE;50297;C0013;1;1;15,45;15,45
V00355;2022-12-28;Online;ONLINE;ONLINE;41091;C0439;2;3;83,07;80,04
V00356;2022-06-20;Tienda física;T012;E0065;41059;C0583;1;1;13,29;11,96
V00357;2023-12-30;Tienda física;T001;E0006;29067;C0474;2;2;50,7;48,14
V00358;2022-07-06;Tienda física;T004;E0022;48020;C0602;1;2;22,96;22,96
V00359;2022-06-15;Online;ONLINE;ONLINE;28079;C0026;3;3;89,52;85,19
V00360;2022-02-12;Tienda física;T001;E0006;46192;C0088;1;1;15,23;15,23
V00361;2023-03-28;Online;ONLINE;ONLINE;28079;C0257;2;7;254,52;254,52
V00362;2022-07-08;Online;ONLINE;ONLINE;;SIN_REGISTRO;4;4;60,74;60,74
V00363;2023-11-13;Tienda física;T005;E0029;29069;C0117;1;1;29,75;29,75
V00364;2022-06-01;Online;ONLINE;ONLINE;28079;C0485;1;2;26,3;26,3
V00365;2023-07-07;Online;ONLINE;ONLINE;41059;C0018;2;2;30,92;29,22
V00366;2022-05-05;Tienda física;T007;E0037;28065;C0593;1;2;54,38;54,38
V00367;2023-05-27;Tienda física;T003;E0015;29069;C0617;2;3;33,51;32,92
V00368;2022-11-24;Tienda física;T006;E0030;48020;C0132;1;1;38,81;38,81
V00369;2023-07-14;Tienda física;T009;E0046;28115;C0310;1;1;26,62;23,96
V00370;2023-10-25;Online;ONLINE;ONLINE;;SIN_REGISTRO;2;2;70,34;68,29
V00371;2023-05-01;Online;ONLINE;ONLINE;28079;C0170;1;2;21,78;21,78
V00372;2023-08-02;Tienda física;T010;E0052;29069;C0586;1;4;138,08;117,37
V00373;2022-12-13;Tienda física;T005;E0025;50297;C0167;2;2;67,49;59,66
V00374;2023-05-06;Tienda física;T004;E0022;8019;C0741;2;4;127,18;127,18
V00375;2023-11-26;Online;ONLINE;ONLINE;28115;C0427;1;1;23,65;21,29
V00376;2022-11-12;Online;ONLINE;ONLINE;8019;C0318;2;3;62,6;62,6
V00377;2023-09-25;Online;ONLINE;ONLINE;28074;C0512;2;4;83,15;76,53
V00378;2023-01-01;Online;ONLINE;ONLINE;48020;C0068;5;8;190,99;189,05
V00379;2022-02-26;Tienda física;T001;E0001;8019;C0631;4;6;152,99;147,69
V00380;2023-08-21;Tienda física;T010;E0050;28065;C0253;1;1;11,69;10,52
V00381;2022-10-12;Online;ONLINE;ONLINE;28074;C0225;2;3;57,03;57,03
V00382;2022-03-27;Tienda física;T009;E0049;29067;C0474;1;1;10,91;9,82
V00383;2023-11-25;Tienda física;T011;E0058;8015;C0530;2;4;143,47;139,9
V00384;2023-06-09;Online;ONLINE;ONLINE;50297;C0270;7;10;198,31;190,76
V00385;2023-05-18;Online;ONLINE;ONLINE;28079;C0005;2;2;101,53;101,53
V00386;2023-11-14;Online;ONLINE;ONLINE;46250;C0060;3;4;140,14;140,14
V00387;2022-06-01;Online;ONLINE;ONLINE;;SIN_REGISTRO;1;2;82,44;70,07
V00388;2023-01-14;Tienda física;T001;E0003;48020;C0343;4;8;279,65;273,7
V00389;2022-01-13;Online;ONLINE;ONLINE;41059;C0346;1;2;25,96;25,96
V00390;2022-12-26;Online;ONLINE;ONLINE;28115;C0047;1;1;19,42;19,42
V00391;2023-07-29;Tienda física;T006;E0034;47186;C0743;1;1;11,77;11,77
V00392;2023-03-31;Online;ONLINE;ONLINE;41059;C0795;5;7;122,21;120,15
V00393;2023-03-30;Online;ONLINE;ONLINE;;SIN_REGISTRO;3;3;47,23;46,64
V00394;2023-03-11;Online;ONLINE;ONLINE;50297;C0681;3;5;125,99;123,97
V00395;2022-05-23;Online;ONLINE;ONLINE;8015;C0528;2;4;82,23;76,84
V00396;2022-05-28;Tienda física;T008;E0045;28065;C0289;8;9;208,07;201,51
V00397;2023-05-02;Tienda física;T012;E0065;28074;C0625;1;1;11,66;10,49
V00398;2022-03-09;Tienda física;T002;E0011;46250;C0165;2;2;35,91;33,37
V00399;2022-04-01;Tienda física;T004;E0020;48020;C0131;1;3;127,17;127,17
V00400;2023-10-17;Online;ONLINE;ONLINE;50297;C0545;1;1;15,68;15,68
V00401;2022-06-29;Online;ONLINE;ONLINE;47186;C0023;1;2;18,9;17,01
V00402;2023-12-29;Tienda física;T003;E0015;28079;SIN_REGISTRO;4;5;150,51;146,43
V00403;2022-07-24;Tienda física;T002;E0013;48020;C0343;1;1;26,07;26,07
V00404;2022-10-24;Online;ONLINE;ONLINE;28065;C0289;2;2;66,38;59,75
V00405;2022-02-13;Online;ONLINE;ONLINE;48044;C0276;3;3;66,75;63,48
V00406;2023-05-21;Tienda física;T008;E0040;28115;C0701;2;3;38,5;36,48
V00407;2022-08-18;Online;ONLINE;ONLINE;47186;C0555;4;6;176,44;168,33
V00408;2022-06-07;Tienda física;T008;E0043;28079;C0597;3;5;141,42;141,42
V00409;2023-10-18;Online;ONLINE;ONLINE;;SIN_REGISTRO;2;5;84,25;74,06
V00410;2022-05-08;Tienda física;T012;E0064;48020;C0329;1;2;26,82;22,8
V00411;2023-03-04;Online;ONLINE;ONLINE;46250;C0434;1;1;11,52;11,52
V00412;2023-12-06;Tienda física;T010;E0051;48020;C0352;2;6;110,46;96,15
V00413;2022-01-30;Tienda física;T009;E0048;41091;C0692;2;5;103,67;101,04
V00414;2023-05-20;Tienda física;T006;E0033;41091;SIN_REGISTRO;5;6;112,28;109,63
V00415;2023-08-19;Tienda física;T007;E0037;28079;C0242;1;2;34,44;32,72
V00416;2022-09-22;Online;ONLINE;ONLINE;28065;C0289;2;3;48,53;43,12
V00417;2023-12-12;Tienda física;T012;E0062;8015;C0587;8;10;272,77;254,62
V00418;2023-06-09;Online;ONLINE;ONLINE;8019;C0318;2;4;135,5;117,59
V00419;2022-09-23;Tienda física;T002;E0008;8019;C0582;1;1;24,62;24,62
V00420;2022-05-30;Online;ONLINE;ONLINE;29067;C0267;1;2;45,16;45,16
V00421;2023-12-11;Tienda física;T004;E0021;28006;C0373;2;5;134,88;127,53
V00422;2022-06-17;Tienda física;T010;E0055;28115;C0427;1;2;65,96;65,96
V00423;2023-01-05;Online;ONLINE;ONLINE;8019;C0109;2;5;96,34;91,52
V00424;2022-02-19;Tienda física;T009;E0049;48020;C0333;1;1;25,64;25,64
V00425;2023-06-27;Online;ONLINE;ONLINE;50297;C0092;2;2;38,87;35,41
V00426;2023-06-11;Tienda física;T008;E0043;46192;C0715;2;2;53,41;53,41
V00427;2022-04-07;Online;ONLINE;ONLINE;29067;C0620;1;1;12,7;11,43
V00428;2023-07-11;Tienda física;T005;E0029;8019;SIN_REGISTRO;1;1;15,56;15,56
V00429;2023-12-03;Online;ONLINE;ONLINE;28074;C0389;4;7;169,41;169,41
V00430;2023-12-03;Online;ONLINE;ONLINE;47186;C0687;2;4;70,15;61,76
V00431;2022-04-09;Tienda física;T012;E0062;28006;SIN_REGISTRO;1;1;26,07;23,46
V00432;2022-05-28;Tienda física;T005;E0027;28006;C0558;3;3;41,96;41,96
V00433;2023-06-15;Tienda física;T005;E0027;41038;C0749;1;1;14,93;14,93
V00434;2023-05-12;Tienda física;T009;E0047;50297;C0566;2;3;59,71;56,73
V00435;2022-06-16;Tienda física;T001;E0003;46192;C0748;2;3;40,24;37,82
V00436;2022-06-08;Online;ONLINE;ONLINE;41038;C0250;3;4;69,82;65,86
V00437;2022-07-12;Tienda física;T007;E0038;8019;C0322;2;2;37,54;35,58
V00438;2023-03-04;Tienda física;T008;E0044;8019;C0473;1;1;16,34;15,52
V00439;2022-04-30;Online;ONLINE;ONLINE;28074;C0723;1;2;19,16;19,16
V00440;2023-05-07;Online;ONLINE;ONLINE;48044;C0765;1;1;18,24;18,24
V00441;2023-12-09;Tienda física;T004;E0024;8019;C0696;1;2;53,46;53,46
V00442;2023-03-29;Tienda física;T007;E0038;41059;C0091;3;5;126,11;120,15
V00443;2022-06-26;Tienda física;T003;E0015;50297;C0407;1;1;13,95;11,86
V00444;2022-01-30;Online;ONLINE;ONLINE;29067;C0267;1;1;17,21;14,63
V00445;2022-08-16;Online;ONLINE;ONLINE;29067;C0618;2;2;36,1;35
V00446;2023-12-06;Online;ONLINE;ONLINE;28115;C0500;10;12;349,38;333,36
V00447;2022-05-09;Online;ONLINE;ONLINE;28074;C0740;2;4;74,02;73,19
V00448;2022-03-22;Tienda física;T002;E0013;28074;C0389;1;1;22,87;21,73
V00449;2022-03-21;Tienda física;T009;E0049;28065;C0166;1;4;39,44;39,44
V00450;2023-03-18;Online;ONLINE;ONLINE;41091;C0439;3;3;88,31;88,31
V00451;2022-04-21;Online;ONLINE;ONLINE;8019;C0391;2;2;39,3;39,3
V00452;2023-04-26;Online;ONLINE;ONLINE;29067;C0034;1;2;42,6;42,6
V00453;2022-02-14;Tienda física;T002;E0011;28115;C0305;1;3;53,94;53,94
V00454;2023-11-15;Online;ONLINE;ONLINE;8019;C0719;1;2;81,28;81,28
V00455;2022-05-07;Tienda física;T011;E0059;46192;C0088;2;4;77,12;71,83
V00456;2023-08-25;Tienda física;T012;E0062;50297;C0080;4;5;89,63;86,13
V00457;2023-11-18;Online;ONLINE;ONLINE;28006;C0497;2;2;49,36;47,77
V00458;2022-04-03;Tienda física;T008;E0040;41091;C0302;5;7;115,02;112,64
V00459;2023-08-17;Tienda física;T010;E0054;29069;SIN_REGISTRO;1;1;10,88;10,88
V00460;2022-06-14;Tienda física;T007;E0036;28115;C0320;1;2;47,84;43,06
V00461;2023-06-02;Tienda física;T007;E0038;50297;C0334;1;2;44,58;40,12
V00462;2022-04-12;Tienda física;T007;E0039;46250;SIN_REGISTRO;1;3;36,21;32,59
V00463;2023-06-26;Online;ONLINE;ONLINE;41038;C0466;1;2;44,32;44,32
V00464;2022-10-16;Tienda física;T002;E0007;28115;C0675;2;2;61,91;61,91
V00465;2022-04-12;Tienda física;T002;E0007;50297;C0407;1;1;20,08;20,08
V00466;2023-01-11;Online;ONLINE;ONLINE;48044;C0314;1;4;63,48;53,96
V00467;2023-03-27;Online;ONLINE;ONLINE;;SIN_REGISTRO;1;1;11,16;9,49
V00468;2022-07-05;Online;ONLINE;ONLINE;50297;C0681;1;1;14,96;14,96
V00469;2023-03-11;Tienda física;T011;E0058;41091;C0125;4;5;79,12;77,11
V00470;2023-02-22;Online;ONLINE;ONLINE;28074;C0625;2;3;58,53;58,53
V00471;2022-05-07;Tienda física;T005;E0028;8019;C0335;2;3;88,18;84,57
V00472;2023-06-17;Online;ONLINE;ONLINE;8019;C0646;3;4;87,68;86,21
V00473;2023-01-05;Online;ONLINE;ONLINE;29067;C0267;1;1;13,64;11,59
V00474;2023-07-25;Online;ONLINE;ONLINE;28115;C0701;2;3;91,9;80,06
V00475;2022-03-26;Tienda física;T012;E0061;48044;C0158;2;4;73,94;72,68
V00476;2022-04-29;Online;ONLINE;ONLINE;;SIN_REGISTRO;2;5;103,02;99,91
V00477;2023-04-13;Tienda física;T009;E0048;29069;C0650;1;1;11,69;10,52
V00478;2023-12-05;Tienda física;T004;E0023;8019;C0174;1;1;18,73;17,79
V00479;2023-07-22;Online;ONLINE;ONLINE;48020;C0450;6;12;255,11;245,22
V00480;2023-03-15;Online;ONLINE;ONLINE;8015;C0668;1;4;48,48;48,48
V00481;2023-05-03;Tienda física;T001;E0006;8015;C0441;2;4;68,65;66,55
V00482;2022-07-03;Online;ONLINE;ONLINE;41059;C0108;1;4;81,52;81,52
V00483;2023-11-20;Tienda física;T005;E0025;8019;C0556;4;5;83,83;82,05
V00484;2023-03-25;Online;ONLINE;ONLINE;48044;C0718;2;2;51,26;48,83
V00485;2022-05-03;Tienda física;T010;E0054;48020;C0450;7;8;138,84;135,6
V00486;2023-02-15;Tienda física;T006;E0034;48044;C0798;2;4;70,46;64,78
V00487;2022-06-22;Tienda física;T008;E0042;48044;C0303;2;4;88,38;88,38
V00488;2022-07-23;Tienda física;T004;E0023;28006;C0558;3;5;71,72;70,73
V00489;2023-09-02;Tienda física;T010;E0050;28074;C0524;6;8;157,71;152,23
V00490;2022-08-27;Tienda física;T009;E0048;46250;C0165;2;6;110,28;104,77
V00491;2022-10-13;Online;ONLINE;ONLINE;41038;C0231;3;3;56,31;53,85
V00492;2023-10-22;Tienda física;T005;E0028;28079;C0002;2;2;56,93;56,02
V00493;2023-05-03;Online;ONLINE;ONLINE;48020;C0353;2;3;53,62;48,83
V00494;2023-05-12;Tienda física;T011;E0058;8019;C0428;2;2;41,59;38,24
V00495;2022-05-31;Tienda física;T011;E0057;28065;C0147;3;4;96,43;94,68
V00496;2022-05-06;Tienda física;T004;E0019;8019;SIN_REGISTRO;4;7;131,24;128,39
V00497;2023-05-25;Online;ONLINE;ONLINE;28065;C0179;2;3;100,62;97,49
V00498;2022-01-31;Online;ONLINE;ONLINE;41038;C0186;2;3;49,95;49,95
V00499;2022-03-11;Tienda física;T008;E0044;28074;C0731;2;2;36,66;33,86
V00500;2022-07-03;Tienda física;T009;E0046;41038;C0486;1;2;31,86;30,27
V00501;2022-06-06;Tienda física;T008;E0043;28074;C0731;1;1;17,62;17,62
V00502;2022-03-20;Tienda física;T005;E0025;41038;C0107;2;4;107,24;99,14
V00503;2023-04-23;Online;ONLINE;ONLINE;50297;C0330;1;1;12,87;12,87
V00504;2023-11-09;Online;ONLINE;ONLINE;46192;C0522;2;3;88,49;84,06
V00505;2023-06-01;Tienda física;T011;E0056;47186;C0308;2;5;82,27;82,27
V00506;2023-07-08;Online;ONLINE;ONLINE;8019;C0323;7;9;170,62;166
V00507;2022-02-02;Online;ONLINE;ONLINE;41059;C0417;1;1;22,32;21,2
V00508;2023-01-28;Tienda física;T006;E0032;50297;C0092;4;6;102,23;100,99
V00509;2023-01-21;Online;ONLINE;ONLINE;48044;C0503;2;2;58,84;56,78
V00510;2022-02-06;Online;ONLINE;ONLINE;;SIN_REGISTRO;1;2;28,1;28,1
V00511;2023-07-25;Tienda física;T007;E0039;48020;C0220;2;2;76,22;73,15
V00512;2023-12-25;Tienda física;T012;E0062;8019;C0016;2;4;93,29;93,29
V00513;2023-03-18;Tienda física;T003;E0016;41038;C0448;2;2;33,7;33,7
V00514;2023-02-03;Tienda física;T009;E0047;50297;C0030;1;1;11,42;10,85
V00515;2023-08-06;Online;ONLINE;ONLINE;46192;C0460;4;6;133,84;127,21
V00516;2023-11-07;Online;ONLINE;ONLINE;28115;C0240;1;1;26,56;23,9
V00517;2023-05-03;Tienda física;T002;E0013;28065;C0480;1;1;19,64;17,68
V00518;2023-06-03;Online;ONLINE;ONLINE;41091;C0467;1;1;25,72;25,72
V00519;2022-09-27;Tienda física;T011;E0059;8019;C0391;1;1;17,02;16,17
V00520;2023-09-24;Online;ONLINE;ONLINE;8019;C0164;3;4;122,85;115,98
V00521;2022-10-19;Tienda física;T010;E0050;46192;C0421;1;1;11,34;11,34
V00522;2022-01-29;Online;ONLINE;ONLINE;46250;C0547;1;4;60,8;54,72
V00523;2022-05-12;Online;ONLINE;ONLINE;41059;C0032;7;12;198,55;190,87
V00524;2023-08-21;Online;ONLINE;ONLINE;50297;C0198;2;2;48,91;48,91
V00525;2023-01-25;Tienda física;T007;E0038;41038;C0188;1;1;13,25;13,25
V00526;2022-12-20;Tienda física;T003;E0015;28115;C0499;1;3;56,7;56,7
V00527;2022-12-26;Online;ONLINE;ONLINE;46192;C0522;4;4;73,36;72,51
V00528;2022-09-11;Tienda física;T012;E0062;46192;C0200;3;4;97,18;92,8
V00529;2023-08-30;Online;ONLINE;ONLINE;48044;C0356;1;1;15,91;15,91
V00530;2022-11-09;Online;ONLINE;ONLINE;48020;C0629;1;1;23,81;23,81
V00531;2022-06-23;Tienda física;T010;E0050;50297;C0030;1;1;11,47;11,47
V00532;2022-02-08;Tienda física;T001;E0004;46192;C0088;1;2;50,1;47,59
V00533;2023-08-05;Tienda física;T005;E0026;28115;C0240;1;1;50,1;45,09
V00534;2022-10-01;Tienda física;T002;E0009;29067;C0562;2;2;39,85;39,85
V00535;2023-08-26;Tienda física;T001;E0003;29067;C0549;3;6;133,83;133,83
V00536;2023-01-22;Tienda física;T009;E0048;28115;C0345;2;6;85,26;79,46
V00537;2022-11-27;Online;ONLINE;ONLINE;8019;C0414;1;2;24,48;22,03
V00538;2023-05-16;Tienda física;T006;E0030;28115;C0794;2;3;65,21;65,21
V00539;2022-12-11;Tienda física;T004;E0022;28006;C0497;8;11;184,58;179,12
V00540;2022-06-20;Tienda física;T005;E0026;8019;C0479;5;10;245,24;227,32
V00541;2023-01-08;Tienda física;T011;E0060;41038;C0749;6;7;190,19;186,51
V00542;2023-05-24;Tienda física;T012;E0062;29069;C0239;2;4;95,47;82,75
V00543;2023-07-03;Online;ONLINE;ONLINE;28115;C0720;4;6;147,03;142,41
V00544;2022-09-29;Tienda física;T006;E0032;41091;C0001;2;2;78,01;78,01
V00545;2023-08-11;Online;ONLINE;ONLINE;28079;C0709;3;3;78,66;77,66
V00546;2023-10-02;Tienda física;T002;E0012;29069;C0420;2;4;101,1;95,05
V00547;2023-08-16;Online;ONLINE;ONLINE;8019;C0415;6;8;150,77;148,69
V00548;2022-10-07;Tienda física;T008;E0044;47186;C0151;1;1;33,08;33,08
V00549;2023-03-14;Tienda física;T010;E0050;41091;C0685;2;5;98,14;98,14
V00550;2022-03-20;Tienda física;T011;E0056;48020;C0671;1;2;35,56;30,23
V00551;2023-06-01;Online;ONLINE;ONLINE;48044;C0076;3;4;79,76;79,76
V00552;2023-11-11;Online;ONLINE;ONLINE;46192;C0754;3;5;83,48;82,36
V00553;2022-07-24;Online;ONLINE;ONLINE;8019;C0469;2;3;39,46;38,5
V00554;2022-09-15;Online;ONLINE;ONLINE;8015;C0534;5;7;157,79;147,63
V00555;2023-11-19;Tienda física;T004;E0023;48044;C0482;5;9;178,98;172,09
V00556;2022-01-20;Online;ONLINE;ONLINE;41038;C0044;3;3;59,02;56,83
V00557;2023-08-14;Tienda física;T009;E0047;48044;SIN_REGISTRO;3;4;75,99;74,54
V00558;2023-11-08;Tienda física;T001;E0002;28074;C0122;2;3;73,21;63,67
V00559;2022-10-02;Online;ONLINE;ONLINE;28074;C0570;6;8;228,79;222,99
V00560;2023-08-03;Online;ONLINE;ONLINE;46192;C0325;1;1;26,05;22,14
V00561;2023-06-19;Tienda física;T012;E0062;41059;C0346;2;3;63,1;63,1
V00562;2023-04-19;Tienda física;T012;E0065;48044;C0603;1;1;12,76;12,76
V00563;2022-06-04;Tienda física;T010;E0050;28115;C0782;2;4;57,86;50,26
V00564;2023-03-22;Tienda física;T012;E0061;41091;C0302;2;2;60,46;57,44
V00565;2022-03-07;Online;ONLINE;ONLINE;28074;C0753;2;2;32,51;29,05
V00566;2023-02-27;Tienda física;T008;E0044;41038;C0105;5;7;119,22;117,11
V00567;2023-10-24;Online;ONLINE;ONLINE;28006;C0396;1;1;16,98;16,98
V00568;2023-12-05;Online;ONLINE;ONLINE;41038;C0231;4;4;81,1;78,03
V00569;2023-02-20;Tienda física;T006;E0033;46250;C0735;2;4;86,86;86,86
V00570;2022-06-03;Online;ONLINE;ONLINE;41059;C0612;1;1;13,76;13,76
V00571;2022-09-09;Tienda física;T012;E0062;46250;C0291;1;2;38;38
V00572;2023-05-13;Tienda física;T011;E0058;50297;SIN_REGISTRO;2;2;40,28;37,49
V00573;2023-03-09;Tienda física;T009;E0047;48044;C0175;2;2;53,43;48,5
V00574;2022-07-26;Online;ONLINE;ONLINE;46250;C0793;2;3;44,04;42,49
V00575;2022-05-20;Online;ONLINE;ONLINE;50297;C0030;2;3;52,81;51,56
V00576;2022-10-12;Tienda física;T006;E0034;50297;C0756;1;1;24,12;20,5
V00577;2023-10-22;Tienda física;T003;E0015;41091;C0627;3;4;51,4;50,43
V00578;2022-01-21;Online;ONLINE;ONLINE;8019;C0062;2;3;86,7;86,7
V00579;2022-11-18;Tienda física;T001;E0003;8015;C0284;4;6;105,6;95,98
V00580;2022-03-07;Tienda física;T001;E0001;28079;SIN_REGISTRO;3;4;76,6;71,76
V00581;2023-11-19;Tienda física;T006;E0032;8019;C0391;1;1;18,12;15,4
V00582;2023-02-11;Tienda física;T009;E0049;50297;C0152;4;5;71,38;65,83
V00583;2022-08-30;Tienda física;T001;E0002;46250;C0609;4;6;172,57;172,57
V00584;2023-06-19;Tienda física;T006;E0032;28065;C0564;1;3;57,9;49,21
V00585;2023-05-24;Tienda física;T004;E0019;48020;C0127;1;1;16,61;16,61
V00586;2023-09-07;Online;ONLINE;ONLINE;8015;C0309;6;7;174,04;172,41
V00587;2022-12-04;Tienda física;T010;E0055;29069;SIN_REGISTRO;2;3;41,83;39,29
V00588;2022-08-30;Tienda física;T005;E0025;47186;C0542;2;4;59,07;58,52
V00589;2022-05-28;Online;ONLINE;ONLINE;;SIN_REGISTRO;1;1;33,08;33,08
V00590;2022-08-08;Tienda física;T008;E0041;41059;C0035;4;6;155,89;148,63
V00591;2023-02-23;Tienda física;T003;E0017;8019;C0469;2;2;26,72;26,19
V00592;2023-05-18;Online;ONLINE;ONLINE;28065;C0169;5;8;163,17;154,66
V00593;2023-12-18;Online;ONLINE;ONLINE;50297;C0402;1;1;22,94;22,94
V00594;2023-07-13;Tienda física;T008;E0045;28115;C0310;1;4;95,44;90,67
V00595;2023-12-01;Online;ONLINE;ONLINE;28079;C0742;1;2;31,76;31,76
V00596;2022-05-29;Tienda física;T005;E0029;29069;C0239;2;2;58,72;54,74
V00597;2023-01-12;Online;ONLINE;ONLINE;46192;C0249;1;1;13,27;13,27
V00598;2023-10-23;Tienda física;T004;E0023;48020;C0054;2;2;39,12;37,9
V00599;2023-11-10;Online;ONLINE;ONLINE;28006;C0113;2;2;55,44;55,44
V00600;2022-09-17;Tienda física;T004;E0018;48020;C0702;1;3;50,64;45,58
V00601;2022-11-13;Tienda física;T010;E0051;28074;C0328;1;1;28,16;23,94
V00602;2023-12-03;Tienda física;T006;E0033;41038;C0171;3;4;126,5;126,5
V00603;2023-03-30;Tienda física;T011;E0056;50297;C0756;3;3;44,28;43,4
V00604;2023-02-07;Online;ONLINE;ONLINE;29069;C0239;1;1;15,44;15,44
V00605;2022-04-03;Online;ONLINE;ONLINE;29069;C0239;1;4;79,2;79,2
V00606;2022-08-04;Online;ONLINE;ONLINE;41059;C0721;1;2;50,8;50,8
V00607;2023-10-09;Tienda física;T006;E0031;8019;C0468;3;5;112,86;111,77
V00608;2022-02-04;Online;ONLINE;ONLINE;8015;C0604;6;7;132,39;131,87
V00609;2023-05-19;Online;ONLINE;ONLINE;8019;C0571;4;4;97,8;92,91
V00610;2022-12-07;Tienda física;T011;E0060;41059;C0429;2;2;34,42;32,09
V00611;2022-04-13;Online;ONLINE;ONLINE;8019;C0790;1;1;17,78;17,78
V00612;2023-06-03;Online;ONLINE;ONLINE;28006;C0144;1;1;19,14;19,14
V00613;2023-03-07;Tienda física;T008;E0043;41091;C0317;3;3;72,34;70,95
V00614;2023-04-10;Tienda física;T012;E0065;46192;C0254;3;8;183,28;166,86
V00615;2022-02-23;Online;ONLINE;ONLINE;8015;C0476;2;4;69,66;61,23
V00616;2023-10-08;Tienda física;T012;E0061;28006;C0779;1;2;57,16;54,3
V00617;2022-01-04;Online;ONLINE;ONLINE;41091;C0001;1;3;59,37;56,4
V00618;2023-10-06;Tienda física;T003;E0015;8015;C0446;1;1;12,28;12,28
V00619;2023-08-13;Online;ONLINE;ONLINE;8019;C0189;1;1;18,59;18,59
V00620;2022-06-11;Tienda física;T007;E0036;28079;C0481;1;2;37,4;37,4
V00621;2023-09-01;Tienda física;T008;E0043;48044;C0158;1;1;16,44;13,97
V00622;2022-11-24;Tienda física;T002;E0009;28074;C0740;2;2;70,38;68,64
V00623;2022-05-17;Online;ONLINE;ONLINE;28115;C0477;1;3;101,49;101,49
V00624;2023-12-05;Tienda física;T002;E0009;41091;C0069;1;4;56,28;50,65
V00625;2022-10-16;Online;ONLINE;ONLINE;41059;C0018;1;2;35,32;35,32
