linea_id;venta_id;num_linea;isbn;categoria;precio_unitario;unidades;importe_bruto;descuento_pct;importe_neto
L000306;V00136;6;978-922-996-5871-2;Ciencia y Tecnología;26,87;1;26,87;0;26,87
L000307;V00136;7;978-456-727-5246-1;Ciencia y Tecnología;39,93;3;119,79;0,1;107,81
L000308;V00137;1;978-672-933-6176-0;Ficción;14,64;2;29,28;0;29,28
L000309;V00137;2;978-654-554-5863-1;Cómics/Manga;13,83;1;13,83;0;13,83
L000310;V00138;1;978-129-799-2179-7;Ficción;13,51;1;13,51;0;13,51
L000311;V00138;2;978-209-582-1163-6;Economía/Negocios;16,69;1;16,69;0;16,69
L000312;V00139;1;978-147-626-9040-2;Autoayuda;16,34;1;16,34;0;16,34
L000313;V00139;2;978-406-233-3265-2;Autoayuda;19,61;2;39,22;0,05;37,26
L000314;V00140;1;978-688-285-4435-6;Infantil/Juvenil;15,42;2;30,84;0;30,84
L000315;V00141;1;978-490-438-7939-8;Infantil/Juvenil;12,42;2;24,84;0;24,84
L000316;V00142;1;978-451-996-9698-0;Historia;21,19;1;21,19;0;21,19
L000317;V00143;1;978-838-494-5566-9;Autoayuda;15,13;1;15,13;0,1;13,62
L000318;V00144;1;978-700-651-4420-4;Economía/Negocios;21,68;2;43,36;0,15;36,86
L000319;V00145;1;978-213-101-3736-8;Ficción;18,04;2;36,08;0,05;34,28
L000320;V00146;1;978-709-558-1911-1;Ficción;14,81;1;14,81;0;14,81
L000321;V00146;2;978-120-374-5075-1;Infantil/Juvenil;11,36;2;22,72;0;22,72
L000322;V00147;1;978-116-683-9220-5;Arte y Fotografía;37,4;4;149,6;0;149,6
L000323;V00147;2;978-108-849-2817-9;Arte y Fotografía;33,55;1;33,55;0,1;30,19
L000324;V00148;1;978-568-296-5465-4;Economía/Negocios;21,06;2;42,12;0;42,12
L000325;V00149;1;978-158-613-5713-0;Ciencia y Tecnología;26,99;3;80,97;0;80,97
L000326;V00149;2;978-700-861-5291-1;Cómics/Manga;10,15;1;10,15;0;10,15
L000327;V00149;3;978-385-848-9584-8;Economía/Negocios;29,18;1;29,18;0,1;26,26
L000328;V00150;1;978-411-549-2190-9;Economía/Negocios;20,45;1;20,45;0,05;19,43
L000329;V00151;1;978-324-633-2158-5;Ficción;15,4;1;15,4;0,05;14,63
L000330;V00151;2;978-273-650-6579-5;No Ficción;21,88;1;21,88;0,05;20,79
L000331;V00151;3;978-854-388-9496-0;Idiomas;33,03;1;33,03;0,05;31,38
L000332;V00151;4;978-614-685-2567-3;Autoayuda;14,21;1;14,21;0;14,21
L000333;V00152;1;978-687-752-7285-7;No Ficción;18,47;1;18,47;0,1;16,62
L000334;V00152;2;978-854-388-9496-0;Idiomas;31,12;1;31,12;0;31,12
L000335;V00153;1;978-129-799-2179-7;Ficción;16,52;1;16,52;0,15;14,04
L000336;V00153;2;978-777-506-4233-9;Idiomas;32,92;1;32,92;0;32,92
L000337;V00153;3;978-897-624-2686-7;Cómics/Manga;15,32;2;30,64;0;30,64
L000338;V00153;4;978-387-548-2312-7;Ciencia y Tecnología;48,06;2;96,12;0,1;86,51
L000339;V00154;1;978-651-671-7122-5;Autoayuda;18,04;1;18,04;0;18,04
L000340;V00155;1;978-284-222-7890-9;No Ficción;17;1;17;0,05;16,15
L000341;V00156;1;978-199-549-8295-0;Idiomas;23,05;1;23,05;0,05;21,9
L000342;V00157;1;978-855-830-8218-5;No Ficción;15,71;2;31,42;0,15;26,71
L000343;V00158;1;978-127-674-6177-8;Ficción;15,28;1;15,28;0;15,28
L000344;V00158;2;978-660-364-5517-8;Arte y Fotografía;63,25;1;63,25;0;63,25
L000345;V00159;1;978-255-369-2720-9;Historia;22,59;1;22,59;0,05;21,46
L000346;V00160;1;978-306-229-7126-1;Historia;29,15;1;29,15;0,05;27,69
L000347;V00161;1;978-107-959-4614-9;Infantil/Juvenil;16,56;1;16,56;0;16,56
L000348;V00161;2;978-303-682-5227-2;Cómics/Manga;16,95;1;16,95;0;16,95
L000349;V00162;1;978-747-791-9537-1;Economía/Negocios;22,49;2;44,98;0,1;40,48
L000350;V00162;2;978-615-551-3128-8;Economía/Negocios;31,52;3;94,56;0,1;85,1
L000351;V00163;1;978-355-217-2061-3;Infantil/Juvenil;12,46;1;12,46;0,1;11,21
L000352;V00163;2;978-794-404-5140-1;No Ficción;24,91;1;24,91;0;24,91
L000353;V00164;1;978-566-309-9977-5;Infantil/Juvenil;11,86;3;35,58;0;35,58
L000354;V00164;2;978-213-101-3736-8;Ficción;11,67;1;11,67;0;11,67
L000355;V00165;1;978-301-255-8560-2;Cómics/Manga;9,83;1;9,83;0;9,83
L000356;V00166;1;978-446-802-3743-0;No Ficción;22,21;3;66,63;0,15;56,64
L000357;V00167;1;978-651-671-7122-5;Autoayuda;20,86;2;41,72;0,1;37,55
L000358;V00167;2;978-558-621-5347-6;Arte y Fotografía;44,06;1;44,06;0;44,06
L000359;V00168;1;978-161-532-2583-8;Historia;18,95;4;75,8;0;75,8
L000360;V00168;2;978-747-791-9537-1;Economía/Negocios;24,97;1;24,97;0;24,97
L000361;V00169;1;978-802-259-7496-1;Ficción;16,6;3;49,8;0,1;44,82
L000362;V00170;1;978-251-212-5089-0;Infantil/Juvenil;12,97;2;25,94;0;25,94
L000363;V00170;2;978-215-672-3530-6;Idiomas;23,81;1;23,81;0,05;22,62
L000364;V00170;3;978-108-849-2817-9;Arte y Fotografía;28,42;1;28,42;0;28,42
L000365;V00170;4;978-843-936-8609-8;Arte y Fotografía;27,26;1;27,26;0,1;24,53
L000366;V00171;1;978-425-437-3782-6;Cómics/Manga;9,2;2;18,4;0,05;17,48
L000367;V00172;1;978-946-766-1118-5;Ficción;15,51;1;15,51;0;15,51
L000368;V00172;2;978-107-959-4614-9;Infantil/Juvenil;14,21;1;14,21;0;14,21
L000369;V00172;3;978-655-952-6578-4;Infantil/Juvenil;11,27;1;11,27;0;11,27
L000370;V00172;4;978-824-880-5455-0;Cómics/Manga;16,25;2;32,5;0,05;30,88
L000371;V00172;5;978-623-186-6886-7;Autoayuda;17,71;2;35,42;0,05;33,65
L000372;V00173;1;978-239-793-2478-9;Ficción;14,04;1;14,04;0;14,04
L000373;V00173;2;978-129-799-2179-7;Ficción;21,52;1;21,52;0;21,52
L000374;V00173;3;978-764-340-1664-1;Autoayuda;12,67;1;12,67;0,05;12,04
L000375;V00173;4;978-558-621-5347-6;Arte y Fotografía;37,4;1;37,4;0,05;35,53
L000376;V00173;5;978-946-766-1118-5;Ficción;19,04;1;19,04;0;19,04
L000377;V00174;1;978-406-177-6925-8;Cómics/Manga;11,99;1;11,99;0;11,99
L000378;V00174;2;978-419-565-3535-7;Historia;26,69;2;53,38;0,05;50,71
L000379;V00175;1;978-863-314-7005-3;No Ficción;20,83;1;20,83;0,1;18,75
L000380;V00175;2;978-941-793-3100-6;Economía/Negocios;39,16;1;39,16;0;39,16
L000381;V00176;1;978-802-259-7496-1;Ficción;13,9;1;13,9;0,1;12,51
L000382;V00176;2;978-923-407-1305-4;Historia;13,9;2;27,8;0,05;26,41
L000383;V00176;3;978-824-880-5455-0;Cómics/Manga;17,58;1;17,58;0;17,58
L000384;V00177;1;978-712-985-4540-4;Historia;23,85;2;47,7;0,15;40,55
L000385;V00178;1;978-263-377-2144-9;Economía/Negocios;30,39;1;30,39;0;30,39
L000386;V00179;1;978-164-189-8893-1;Autoayuda;17,78;2;35,56;0;35,56
L000387;V00180;1;978-581-612-4585-1;Cómics/Manga;12,11;3;36,33;0,15;30,88
L000388;V00181;1;978-672-933-6176-0;Ficción;18,04;2;36,08;0,15;30,67
L000389;V00181;2;978-688-854-9863-2;Infantil/Juvenil;16,38;1;16,38;0;16,38
L000390;V00181;3;978-672-933-6176-0;Ficción;18,46;1;18,46;0;18,46
L000391;V00182;1;978-441-887-3949-4;Idiomas;27,61;3;82,83;0;82,83
L000392;V00182;2;978-175-905-3715-1;Historia;21,3;1;21,3;0;21,3
L000393;V00182;3;978-946-766-1118-5;Ficción;20,57;1;20,57;0,1;18,51
L000394;V00182;4;978-608-876-4645-9;Ciencia y Tecnología;42,08;1;42,08;0;42,08
L000395;V00182;5;978-386-970-4166-2;Arte y Fotografía;69,33;3;207,99;0,05;197,59
L000396;V00182;6;978-98-710-6065-0;Historia;17,13;1;17,13;0,1;15,42
L000397;V00182;7;978-129-503-5983-2;Ciencia y Tecnología;52,58;1;52,58;0,05;49,95
L000398;V00183;1;978-764-340-1664-1;Autoayuda;21,67;1;21,67;0;21,67
L000399;V00183;2;978-147-812-1155-4;Arte y Fotografía;42,65;1;42,65;0,1;38,38
L000400;V00184;1;978-734-813-1654-3;Autoayuda;17,05;1;17,05;0,05;16,2
L000401;V00185;1;978-778-123-3658-1;Economía/Negocios;24,69;1;24,69;0;24,69
L000402;V00185;2;978-301-106-5151-5;Infantil/Juvenil;11,78;2;23,56;0;23,56
L000403;V00185;3;978-827-633-1172-4;Cómics/Manga;18,13;2;36,26;0;36,26
L000404;V00186;1;978-158-613-5713-0;Ciencia y Tecnología;39,11;2;78,22;0;78,22
L000405;V00187;1;978-794-404-5140-1;No Ficción;20,66;1;20,66;0;20,66
L000406;V00188;1;978-900-451-4352-7;Ficción;13,93;2;27,86;0;27,86
L000407;V00189;1;978-655-952-6578-4;Infantil/Juvenil;11,31;1;11,31;0;11,31
L000408;V00189;2;978-690-808-8261-7;Ficción;15,83;2;31,66;0;31,66
L000409;V00190;1;978-381-226-9068-6;Infantil/Juvenil;15,08;1;15,08;0,1;13,57
L000410;V00191;1;978-336-624-5789-7;Infantil/Juvenil;12,49;2;24,98;0,15;21,23
L000411;V00192;1;978-799-642-3498-2;Autoayuda;17,57;3;52,71;0;52,71
L000412;V00193;1;978-273-650-6579-5;No Ficción;21,96;2;43,92;0,1;39,53
L000413;V00193;2;978-386-570-7051-9;Idiomas;27,12;1;27,12;0,05;25,76
L000414;V00194;1;978-651-671-7122-5;Autoayuda;16,47;1;16,47;0,15;14
L000415;V00195;1;978-861-116-1232-9;Arte y Fotografía;36,7;1;36,7;0;36,7
L000416;V00195;2;978-598-894-6527-3;Infantil/Juvenil;10,3;1;10,3;0;10,3
L000417;V00195;3;978-636-108-9731-9;Historia;12,21;2;24,42;0,1;21,98
L000418;V00195;4;978-621-332-7897-6;Idiomas;43,55;2;87,1;0,1;78,39
L000419;V00195;5;978-574-439-5255-2;Autoayuda;16,91;2;33,82;0;33,82
L000420;V00195;6;978-794-790-1303-4;Ficción;13,64;2;27,28;0,05;25,92
L000421;V00196;1;978-915-394-8526-2;Infantil/Juvenil;12,14;2;24,28;0,1;21,85
L000422;V00196;2;978-748-716-2649-3;Infantil/Juvenil;10,13;3;30,39;0,1;27,35
L000423;V00197;1;978-636-108-9731-9;Historia;20,83;2;41,66;0;41,66
L000424;V00198;1;978-875-154-6609-6;Ciencia y Tecnología;25,88;2;51,76;0,15;44
L000425;V00199;1;978-636-108-9731-9;Historia;21,13;2;42,26;0,15;35,92
L000426;V00199;2;978-176-270-7468-2;Ficción;17,03;1;17,03;0,05;16,18
L000427;V00200;1;978-623-421-5070-2;Idiomas;38,99;1;38,99;0;38,99
L000428;V00201;1;978-946-374-5271-7;Historia;23,04;2;46,08;0,1;41,47
L000429;V00201;2;978-468-666-6197-4;Infantil/Juvenil;15,45;1;15,45;0;15,45
L000430;V00202;1;978-620-665-3102-4;Ficción;12,89;3;38,67;0,15;32,87
L000431;V00202;2;978-900-451-4352-7;Ficción;20,76;3;62,28;0;62,28
L000432;V00203;1;978-324-633-2158-5;Ficción;15,74;1;15,74;0,05;14,95
L000433;V00203;2;978-111-910-5112-6;Arte y Fotografía;40,55;1;40,55;0,1;36,49
L000434;V00203;3;978-284-222-7890-9;No Ficción;20,7;1;20,7;0;20,7
L000435;V00203;4;978-654-554-5863-1;Cómics/Manga;12,66;1;12,66;0;12,66
L000436;V00203;5;978-580-923-2256-1;Cómics/Manga;8,69;2;17,38;0,05;16,51
L000437;V00203;6;978-161-532-2583-8;Historia;20,05;1;20,05;0;20,05
L000438;V00203;7;978-376-480-1998-3;No Ficción;19,17;1;19,17;0;19,17
L000439;V00204;1;978-280-841-9403-0;Economía/Negocios;28,4;1;28,4;0,1;25,56
L000440;V00204;2;978-338-859-7630-6;Infantil/Juvenil;13,05;1;13,05;0;13,05
L000441;V00204;3;978-141-841-6955-2;Ciencia y Tecnología;33,15;2;66,3;0;66,3
L000442;V00205;1;978-762-399-4032-4;Ficción;19,55;4;78,2;0,05;74,29
L000443;V00206;1;978-358-246-4304-2;Ficción;12,56;1;12,56;0,1;11,3
L000444;V00206;2;978-447-261-3858-8;No Ficción;20,92;1;20,92;0;20,92
L000445;V00207;1;978-156-189-3783-0;Ficción;13,82;3;41,46;0,15;35,24
L000446;V00207;2;978-301-644-8829-3;Economía/Negocios;35,97;2;71,94;0;71,94
L000447;V00208;1;978-678-517-3051-4;No Ficción;19,66;1;19,66;0;19,66
L000448;V00209;1;978-774-681-4439-9;Autoayuda;16,32;2;32,64;0,1;29,38
L000449;V00209;2;978-700-651-4420-4;Economía/Negocios;29,8;1;29,8;0;29,8
L000450;V00209;3;978-643-285-8478-1;Cómics/Manga;13,75;1;13,75;0,05;13,06
L000451;V00209;4;978-625-258-7429-3;Economía/Negocios;20,52;1;20,52;0;20,52
L000452;V00209;5;978-111-463-4794-2;Infantil/Juvenil;15,31;1;15,31;0;15,31
L000453;V00209;6;978-944-657-3202-3;Cómics/Manga;17,74;1;17,74;0,05;16,85
L000454;V00209;7;978-357-410-2196-1;Autoayuda;20,84;1;20,84;0;20,84
L000455;V00209;8;978-147-812-1155-4;Arte y Fotografía;42,24;1;42,24;0;42,24
L000456;V00210;1;978-945-982-4869-0;Infantil/Juvenil;12,85;2;25,7;0,05;24,41
L000457;V00211;1;978-142-232-2221-1;Ciencia y Tecnología;26,96;1;26,96;0;26,96
L000458;V00212;1;978-672-933-6176-0;Ficción;15,19;1;15,19;0;15,19
L000459;V00212;2;978-581-612-4585-1;Cómics/Manga;9,3;1;9,3;0;9,3
L000460;V00213;1;978-824-880-5455-0;Cómics/Manga;11,6;2;23,2;0;23,2
L000461;V00213;2;978-259-436-6300-0;Autoayuda;12,68;1;12,68;0,05;12,05
L000462;V00214;1;978-778-123-3658-1;Economía/Negocios;21,8;3;65,4;0,05;62,13
L000463;V00214;2;978-456-727-5246-1;Ciencia y Tecnología;36,68;1;36,68;0;36,68
L000464;V00215;1;978-794-404-5140-1;No Ficción;17,21;1;17,21;0,15;14,63
L000465;V00215;2;978-336-858-2350-7;Historia;30,68;1;30,68;0;30,68
L000466;V00216;1;978-675-417-4494-2;Historia;18,76;3;56,28;0;56,28
L000467;V00217;1;978-816-635-8263-9;No Ficción;22,52;3;67,56;0;67,56
L000468;V00218;1;978-193-234-7214-1;Economía/Negocios;23,39;1;23,39;0;23,39
L000469;V00219;1;978-744-226-1477-7;Arte y Fotografía;41,75;2;83,5;0,05;79,33
L000470;V00219;2;978-915-394-8526-2;Infantil/Juvenil;11,17;2;22,34;0;22,34
L000471;V00220;1;978-303-682-5227-2;Cómics/Manga;8,88;2;17,76;0,15;15,1
L000472;V00220;2;978-376-217-9054-9;Infantil/Juvenil;11,66;1;11,66;0,1;10,49
L000473;V00221;1;978-915-394-8526-2;Infantil/Juvenil;15,06;3;45,18;0,1;40,66
L000474;V00221;2;978-465-498-4738-4;Idiomas;27,46;1;27,46;0,1;24,71
L000475;V00222;1;978-91-352-3277-1;Ficción;12,7;1;12,7;0;12,7
L000476;V00223;1;978-598-894-6527-3;Infantil/Juvenil;11,85;1;11,85;0;11,85
L000477;V00223;2;978-297-849-4677-8;Cómics/Manga;10,1;1;10,1;0;10,1
L000478;V00223;3;978-311-874-9820-7;Economía/Negocios;19,18;1;19,18;0,05;18,22
L000479;V00223;4;978-450-910-4037-1;Arte y Fotografía;41,26;1;41,26;0;41,26
L000480;V00223;5;978-478-777-9786-6;Economía/Negocios;29,75;1;29,75;0;29,75
L000481;V00224;1;978-509-902-1338-9;Historia;30,85;2;61,7;0;61,7
L000482;V00225;1;978-468-666-6197-4;Infantil/Juvenil;12,45;1;12,45;0,15;10,58
L000483;V00226;1;978-293-984-8100-8;Ficción;14,77;3;44,31;0,1;39,88
L000484;V00227;1;978-232-161-3242-4;Ficción;20,09;1;20,09;0;20,09
L000485;V00227;2;978-606-268-1410-1;Autoayuda;18,05;1;18,05;0,1;16,25
L000486;V00228;1;978-517-689-1853-0;No Ficción;17,24;2;34,48;0,15;29,31
L000487;V00228;2;978-681-603-6577-6;No Ficción;19,81;1;19,81;0,1;17,83
L000488;V00229;1;978-907-199-1656-5;Ficción;17,2;1;17,2;0,15;14,62
L000489;V00229;2;978-875-154-6609-6;Ciencia y Tecnología;44,05;1;44,05;0;44,05
L000490;V00230;1;978-490-438-7939-8;Infantil/Juvenil;14,91;1;14,91;0,1;13,42
L000491;V00230;2;978-900-451-4352-7;Ficción;19,38;1;19,38;0;19,38
L000492;V00231;1;978-255-369-2720-9;Historia;19,16;1;19,16;0,15;16,29
L000493;V00231;2;978-181-377-2876-7;Idiomas;41,55;1;41,55;0,1;37,39
L000494;V00232;1;978-342-612-5144-2;Economía/Negocios;21,64;2;43,28;0;43,28
L000495;V00233;1;978-315-197-2668-5;Idiomas;24,58;1;24,58;0;24,58
L000496;V00233;2;978-383-525-8469-7;Autoayuda;20,86;1;20,86;0;20,86
L000497;V00234;1;978-610-645-6058-5;Arte y Fotografía;34,37;1;34,37;0;34,37
L000498;V00235;1;978-513-993-1196-0;Infantil/Juvenil;11,57;1;11,57;0;11,57
L000499;V00235;2;978-263-377-2144-9;Economía/Negocios;26,46;1;26,46;0,05;25,14
L000500;V00236;1;978-606-268-1410-1;Autoayuda;16,52;3;49,56;0,1;44,6
L000501;V00236;2;978-730-969-6069-5;Arte y Fotografía;40,19;1;40,19;0,1;36,17
L000502;V00236;3;978-307-344-5651-5;Cómics/Manga;13,35;1;13,35;0;13,35
L000503;V00237;1;978-877-585-1611-0;Historia;21,03;1;21,03;0;21,03
L000504;V00237;2;978-662-344-4933-5;Cómics/Manga;18,21;1;18,21;0;18,21
L000505;V00237;3;978-744-456-1346-5;Ciencia y Tecnología;29,03;3;87,09;0,05;82,74
L000506;V00237;4;978-300-553-5220-8;Autoayuda;14,26;1;14,26;0,05;13,55
L000507;V00237;5;978-931-804-1732-3;Ficción;20,27;3;60,81;0,1;54,73
L000508;V00238;1;978-121-212-1381-2;Economía/Negocios;26,07;3;78,21;0,15;66,48
L000509;V00239;1;978-217-275-7981-1;No Ficción;15,56;1;15,56;0;15,56
L000510;V00239;2;978-303-682-5227-2;Cómics/Manga;17,34;1;17,34;0,05;16,47
L000511;V00240;1;978-85-471-2895-2;No Ficción;17,05;3;51,15;0;51,15
L000512;V00240;2;978-127-775-8639-2;No Ficción;23,91;1;23,91;0;23,91
L000513;V00240;3;978-306-229-7126-1;Historia;18,48;1;18,48;0,1;16,63
L000514;V00241;1;978-863-314-7005-3;No Ficción;17,18;1;17,18;0;17,18
L000515;V00242;1;978-774-998-1291-2;Infantil/Juvenil;11,02;1;11,02;0;11,02
L000516;V00242;2;978-826-702-1171-7;Economía/Negocios;24,97;1;24,97;0,1;22,47
L000517;V00243;1;978-513-993-1196-0;Infantil/Juvenil;10,96;2;21,92;0,05;20,82
L000518;V00243;2;978-744-226-1477-7;Arte y Fotografía;65,99;2;131,98;0;131,98
L000519;V00243;3;978-486-649-2452-9;Infantil/Juvenil;17,83;2;35,66;0,05;33,88
L000520;V00244;1;978-608-360-8841-1;Idiomas;35,89;1;35,89;0;35,89
L000521;V00245;1;978-357-410-2196-1;Autoayuda;19,55;1;19,55;0;19,55
L000522;V00245;2;978-683-433-4038-0;Cómics/Manga;11,62;3;34,86;0;34,86
L000523;V00246;1;978-941-549-1942-6;Ficción;18,81;2;37,62;0;37,62
L000524;V00246;2;978-747-791-9537-1;Economía/Negocios;22,97;1;22,97;0;22,97
L000525;V00247;1;978-255-369-2720-9;Historia;19,05;1;19,05;0;19,05
L000526;V00247;2;978-678-517-3051-4;No Ficción;21,56;1;21,56;0;21,56
L000527;V00247;3;978-717-572-2772-2;Ciencia y Tecnología;20,7;1;20,7;0,05;19,66
L000528;V00247;4;978-181-402-1958-9;Idiomas;27,72;3;83,16;0;83,16
L000529;V00247;5;978-907-199-1656-5;Ficción;19,16;2;38,32;0,1;34,49
L000530;V00248;1;978-762-399-4032-4;Ficción;14,11;1;14,11;0;14,11
L000531;V00248;2;978-204-801-5748-2;Historia;20,95;2;41,9;0;41,9
L000532;V00249;1;978-465-498-4738-4;Idiomas;27,59;1;27,59;0;27,59
L000533;V00250;1;978-585-589-4870-2;Economía/Negocios;19,33;1;19,33;0,15;16,43
L000534;V00250;2;978-434-548-1315-7;Idiomas;41,98;2;83,96;0;83,96
L000535;V00251;1;978-199-549-8295-0;Idiomas;31,16;1;31,16;0;31,16
L000536;V00251;2;978-833-881-8394-1;Cómics/Manga;16,54;1;16,54;0,1;14,89
L000537;V00252;1;978-858-304-2990-8;Ficción;17,55;1;17,55;0,15;14,92
L000538;V00253;1;978-368-964-9395-5;Ficción;15,54;2;31,08;0,05;29,53
L000539;V00253;2;978-875-154-6609-6;Ciencia y Tecnología;40,28;1;40,28;0;40,28
L000540;V00254;1;978-929-983-3923-8;Ciencia y Tecnología;29,34;1;29,34;0;29,34
L000541;V00255;1;978-193-234-7214-1;Economía/Negocios;25,95;1;25,95;0;25,95
L000542;V00255;2;978-741-275-6421-3;Idiomas;26,15;1;26,15;0,05;24,84
L000543;V00255;3;978-774-998-1291-2;Infantil/Juvenil;14,68;1;14,68;0,05;13,95
L000544;V00255;4;978-282-303-1465-5;Ciencia y Tecnología;28;1;28;0;28
L000545;V00255;5;978-662-344-4933-5;Cómics/Manga;15,04;1;15,04;0;15,04
L000546;V00255;6;978-641-372-4300-3;Infantil/Juvenil;9,99;1;9,99;0,05;9,49
L000547;V00256;1;978-256-409-5068-9;Economía/Negocios;18,79;1;18,79;0;18,79
L000548;V00256;2;978-280-841-9403-0;Economía/Negocios;22,34;1;22,34;0;22,34
L000549;V00257;1;978-839-657-4984-1;Economía/Negocios;21,93;1;21,93;0,05;20,83
L000550;V00257;2;978-572-908-1727-4;Ciencia y Tecnología;49,25;1;49,25;0;49,25
L000551;V00257;3;978-427-355-1778-8;No Ficción;17,6;2;35,2;0,1;31,68
L000552;V00257;4;978-199-549-8295-0;Idiomas;30,07;1;30,07;0,1;27,06
L000553;V00258;1;978-805-873-4222-8;Historia;20,61;1;20,61;0;20,61
L000554;V00259;1;978-660-364-5517-8;Arte y Fotografía;32,16;1;32,16;0,1;28,94
L000555;V00259;2;978-273-650-6579-5;No Ficción;23,79;1;23,79;0,1;21,41
L000556;V00259;3;978-894-274-5544-5;Autoayuda;14,03;1;14,03;0,1;12,63
L000557;V00260;1;978-558-621-5347-6;Arte y Fotografía;44,76;1;44,76;0;44,76
L000558;V00260;2;978-446-802-3743-0;No Ficción;22,15;1;22,15;0,1;19,93
L000559;V00260;3;978-306-402-3822-9;Ficción;11,9;1;11,9;0,05;11,3
L000560;V00260;4;978-423-808-3629-8;Autoayuda;11,04;3;33,12;0,05;31,46
L000561;V00260;5;978-567-427-6534-4;No Ficción;20,41;1;20,41;0;20,41
L000562;V00260;6;978-223-391-6711-2;Ciencia y Tecnología;24,43;2;48,86;0,1;43,97
L000563;V00261;1;978-641-372-4300-3;Infantil/Juvenil;12,84;3;38,52;0,15;32,74
L000564;V00261;2;978-111-910-5112-6;Arte y Fotografía;38,17;1;38,17;0;38,17
L000565;V00261;3;978-945-982-4869-0;Infantil/Juvenil;12,97;1;12,97;0,1;11,67
L000566;V00261;4;978-166-573-9497-3;Ficción;13,58;2;27,16;0,1;24,44
L000567;V00262;1;978-764-992-5572-3;Ficción;15,11;1;15,11;0;15,11
L000568;V00262;2;978-406-177-6925-8;Cómics/Manga;10,59;2;21,18;0;21,18
L000569;V00263;1;978-695-477-5046-9;Ficción;13,87;2;27,74;0;27,74
L000570;V00264;1;978-203-870-3229-0;No Ficción;17,19;1;17,19;0;17,19
L000571;V00264;2;978-290-712-2430-7;Historia;24,38;1;24,38;0;24,38
L000572;V00265;1;978-946-766-1118-5;Ficción;12,37;1;12,37;0;12,37
L000573;V00265;2;978-184-994-8575-3;No Ficción;21,56;1;21,56;0,05;20,48
L000574;V00266;1;978-625-258-7429-3;Economía/Negocios;29,62;1;29,62;0;29,62
L000575;V00266;2;978-290-919-3843-2;Cómics/Manga;12,68;2;25,36;0;25,36
L000576;V00266;3;978-813-453-2911-4;Idiomas;38,25;1;38,25;0;38,25
L000577;V00266;4;978-608-876-4645-9;Ciencia y Tecnología;36,38;1;36,38;0,05;34,56
L000578;V00266;5;978-441-887-3949-4;Idiomas;38,06;1;38,06;0;38,06
L000579;V00266;6;978-777-463-1339-3;Arte y Fotografía;74,3;1;74,3;0;74,3
L000580;V00267;1;978-145-720-9987-1;Cómics/Manga;10,42;1;10,42;0,05;9,9
L000581;V00267;2;978-938-140-6651-2;Historia;22,98;1;22,98;0;22,98
L000582;V00267;3;978-371-118-6972-0;Infantil/Juvenil;10,81;2;21,62;0;21,62
L000583;V00268;1;978-846-932-7339-5;Historia;24,35;2;48,7;0,1;43,83
L000584;V00268;2;978-338-859-7630-6;Infantil/Juvenil;12,43;1;12,43;0;12,43
L000585;V00269;1;978-637-665-4380-4;Ficción;14,73;1;14,73;0;14,73
L000586;V00270;1;978-486-649-2452-9;Infantil/Juvenil;16,83;3;50,49;0;50,49
L000587;V00270;2;978-84-577-6016-7;Cómics/Manga;10,88;3;32,64;0;32,64
L000588;V00271;1;978-213-101-3736-8;Ficción;12,86;2;25,72;0,05;24,43
L000589;V00272;1;978-324-633-2158-5;Ficción;13,56;1;13,56;0;13,56
L000590;V00272;2;978-813-453-2911-4;Idiomas;42,64;1;42,64;0,05;40,51
L000591;V00273;1;978-401-788-3742-8;Autoayuda;14,56;1;14,56;0,1;13,1
L000592;V00274;1;978-371-118-6972-0;Infantil/Juvenil;14,17;2;28,34;0;28,34
L000593;V00275;1;978-875-154-6609-6;Ciencia y Tecnología;28,89;2;57,78;0;57,78
L000594;V00276;1;978-367-777-9229-9;Idiomas;35,62;2;71,24;0;71,24
L000595;V00276;2;978-794-857-9642-2;Cómics/Manga;11,54;1;11,54;0;11,54
L000596;V00276;3;978-158-613-5713-0;Ciencia y Tecnología;54,46;2;108,92;0;108,92
L000597;V00276;4;978-389-806-2468-4;Cómics/Manga;11,15;3;33,45;0,05;31,78
L000598;V00276;5;978-581-612-4585-1;Cómics/Manga;9,76;1;9,76;0;9,76
L000599;V00277;1;978-446-802-3743-0;No Ficción;18,51;1;18,51;0;18,51
L000600;V00278;1;978-491-174-3026-6;No Ficción;18,99;2;37,98;0;37,98
L000601;V00279;1;978-371-118-6972-0;Infantil/Juvenil;14,69;3;44,07;0,05;41,87
L000602;V00279;2;978-264-462-3724-2;Infantil/Juvenil;8,27;1;8,27;0;8,27
L000603;V00279;3;978-658-827-1904-1;Cómics/Manga;9,51;1;9,51;0,05;9,03
L000604;V00279;4;978-443-397-7252-4;No Ficción;23,15;1;23,15;0,1;20,84
L000605;V00280;1;978-636-108-9731-9;Historia;20,66;1;20,66;0;20,66
L000606;V00280;2;978-336-858-2350-7;Historia;32,1;1;32,1;0;32,1
L000607;V00280;3;978-84-577-6016-7;Cómics/Manga;10,12;1;10,12;0;10,12
L000608;V00280;4;978-129-503-5983-2;Ciencia y Tecnología;48,13;1;48,13;0;48,13
L000609;V00280;5;978-91-352-3277-1;Ficción;15,65;1;15,65;0;15,65
L000610;V00281;1;978-203-870-3229-0;No Ficción;17,03;1;17,03;0,05;16,18
